Date;Open;High;Low;Close;Adj Close;Volume
29/11/2010;3748.100098;3773.899902;3636.959961;3636.959961;3636.959961;176573200
30/11/2010;3643.629883;3656.810059;3591.780029;3610.439941;3610.439941;202078200
01/12/2010;3634.610107;3674.959961;3620.639893;3669.290039;3669.290039;176499800
02/12/2010;3695.409912;3754.820068;3650.030029;3747.040039;3747.040039;186177800
03/12/2010;3744.239990;3775.750000;3721.379883;3750.550049;3750.550049;151577200
06/12/2010;3758.580078;3763.399902;3723.159912;3749.229980;3749.229980;110872600
07/12/2010;3759.590088;3835.060059;3758.909912;3810.500000;3810.500000;143962000
08/12/2010;3790.479980;3857.860107;3784.379883;3831.979980;3831.979980;123966000
09/12/2010;3857.689941;3867.340088;3836.830078;3858.050049;3858.050049;147906200
10/12/2010;3870.459961;3873.639893;3850.689941;3857.350098;3857.350098;104236200
13/12/2010;3872.830078;3904.429932;3868.780029;3892.439941;3892.439941;114030000
14/12/2010;3893.959961;3902.870117;3881.639893;3902.870117;3902.870117;98932400
15/12/2010;3889.840088;3892.929932;3865.169922;3880.189941;3880.189941;108015800
16/12/2010;3878.250000;3897.149902;3861.100098;3888.360107;3888.360107;102082600
17/12/2010;3901.419922;3906.090088;3865.100098;3867.350098;3867.350098;152973800
20/12/2010;3873.239990;3918.689941;3869.199951;3885.080078;3885.080078;100344000
21/12/2010;3903.159912;3936.060059;3899.219971;3927.489990;3927.489990;92340000
22/12/2010;3922.959961;3932.199951;3919.469971;3919.709961;3919.709961;90292800
23/12/2010;3922.739990;3924.300049;3889.310059;3911.320068;3911.320068;56607600
27/12/2010;3893.110107;3901.919922;3836.050049;3862.189941;3862.189941;45835800
28/12/2010;3872.699951;3881.969971;3858.719971;3858.719971;3858.719971;38975400
29/12/2010;3869.899902;3904.040039;3869.820068;3890.649902;3890.649902;43576200
30/12/2010;3893.510010;3902.040039;3839.610107;3850.760010;3850.760010;47107800
03/01/2011;3847.629883;3904.030029;3836.709961;3900.860107;3900.860107;72025000
04/01/2011;3908.250000;3945.719971;3890.830078;3916.030029;3916.030029;109202000
05/01/2011;3904.469971;3905.979980;3850.379883;3904.610107;3904.610107;116335600
06/01/2011;3911.340088;3945.340088;3895.550049;3904.419922;3904.419922;124397200
07/01/2011;3892.870117;3913.919922;3865.580078;3865.580078;3865.580078;113235600
10/01/2011;3850.270020;3853.379883;3790.959961;3802.030029;3802.030029;123908000
11/01/2011;3821.989990;3866.850098;3809.850098;3861.919922;3861.919922;135100800
12/01/2011;3870.790039;3946.120117;3869.669922;3945.070068;3945.070068;177690200
13/01/2011;3950.909912;3975.629883;3943.979980;3974.830078;3974.830078;185024800
14/01/2011;3961.040039;3992.100098;3954.040039;3983.280029;3983.280029;136628800
17/01/2011;3984.090088;3990.350098;3965.909912;3975.409912;3975.409912;79477600
18/01/2011;3991.070068;4016.399902;3987.020020;4012.679932;4012.679932;138535800
19/01/2011;4019.790039;4022.580078;3973.239990;3976.709961;3976.709961;151931600
20/01/2011;3972.830078;3989.030029;3950.300049;3964.840088;3964.840088;171667200
21/01/2011;3982.489990;4057.969971;3979.239990;4017.449951;4017.449951;189639400
24/01/2011;4028.330078;4037.899902;4002.719971;4033.209961;4033.209961;113053200
25/01/2011;4049.120117;4056.689941;4016.500000;4019.620117;4019.620117;149305800
26/01/2011;4043.919922;4066.409912;4039.590088;4049.070068;4049.070068;159649400
27/01/2011;4040.199951;4079.300049;4032.110107;4059.570068;4059.570068;155312400
28/01/2011;4044.560059;4072.639893;4002.320068;4002.320068;4002.320068;159516400
31/01/2011;3997.139893;4018.510010;3953.179932;4005.500000;4005.500000;149667400
01/02/2011;4037.139893;4078.479980;4019.340088;4072.620117;4072.620117;145716600
02/02/2011;4084.750000;4089.639893;4049.739990;4066.530029;4066.530029;135369200
03/02/2011;4056.389893;4059.250000;4009.120117;4036.590088;4036.590088;132587800
04/02/2011;4049.010010;4059.629883;4026.919922;4047.209961;4047.209961;125922000
07/02/2011;4055.500000;4098.640137;4052.610107;4090.800049;4090.800049;135168800
08/02/2011;4082.439941;4109.379883;4078.510010;4108.270020;4108.270020;150037800
09/02/2011;4100.620117;4120.439941;4090.719971;4090.739990;4090.739990;148466600
10/02/2011;4078.870117;4095.139893;4041.629883;4095.139893;4095.139893;274587200
11/02/2011;4080.739990;4121.379883;4039.239990;4101.310059;4101.310059;225951400
14/02/2011;4128.700195;4130.399902;4089.659912;4096.620117;4096.620117;179200200
15/02/2011;4091.639893;4118.759766;4085.500000;4110.339844;4110.339844;145990600
16/02/2011;4124.259766;4169.870117;4121.459961;4151.259766;4151.259766;181543800
17/02/2011;4160.779785;4163.439941;4129.569824;4152.310059;4152.310059;178321000
18/02/2011;4164.649902;4168.569824;4136.169922;4157.140137;4157.140137;166152200
21/02/2011;4153.100098;4163.990234;4087.850098;4097.410156;4097.410156;123263600
22/02/2011;4074.620117;4078.870117;4026.010010;4050.270020;4050.270020;170506800
23/02/2011;4044.530029;4061.040039;4007.929932;4013.120117;4013.120117;160225400
24/02/2011;3985.090088;4024.260010;3984.360107;4009.639893;4009.639893;198786200
25/02/2011;4029.070068;4084.540039;4006.870117;4070.379883;4070.379883;129429800
28/02/2011;4064.550049;4131.729980;4053.419922;4110.350098;4110.350098;130304200
01/03/2011;4126.660156;4145.729980;4056.429932;4067.149902;4067.149902;156607600
02/03/2011;4042.510010;4053.639893;4009.889893;4034.320068;4034.320068;168907600
03/03/2011;4057.909912;4098.109863;4040.429932;4060.760010;4060.760010;126624400
04/03/2011;4068.689941;4091.310059;4010.800049;4020.209961;4020.209961;105091800
07/03/2011;4007.340088;4049.979980;3990.409912;3990.409912;3990.409912;76137000
08/03/2011;4006.360107;4017.429932;3964.989990;4015.909912;4015.909912;78340200
09/03/2011;4016.449951;4035.810059;3985.909912;3993.810059;3993.810059;87044800
10/03/2011;3961.370117;3980.850098;3940.250000;3963.989990;3963.989990;56764000
11/03/2011;3926.719971;3951.459961;3915.209961;3928.679932;3928.679932;56519600
14/03/2011;3914.030029;3939.500000;3871.219971;3878.040039;3878.040039;98051600
15/03/2011;3793.949951;3820.790039;3713.070068;3780.850098;3780.850098;140934800
16/03/2011;3800.830078;3800.830078;3693.939941;3696.560059;3696.560059;95758400
17/03/2011;3728.639893;3796.620117;3708.129883;3786.209961;3786.209961;132872800
18/03/2011;3807.510010;3861.840088;3801.469971;3810.219971;3810.219971;107533200
21/03/2011;3870.719971;3904.449951;3855.250000;3904.449951;3904.449951;84480400
22/03/2011;3904.120117;3926.659912;3876.709961;3892.709961;3892.709961;97281600
23/03/2011;3875.260010;3918.000000;3875.260010;3913.729980;3913.729980;67882600
24/03/2011;3900.239990;3973.020020;3885.830078;3968.840088;3968.840088;47473600
25/03/2011;3986.560059;3986.560059;3960.189941;3972.379883;3972.379883;53107800
28/03/2011;3966.770020;3991.320068;3959.850098;3976.949951;3976.949951;121680800
29/03/2011;3984.050049;3990.729980;3949.199951;3987.800049;3987.800049;113657600
30/03/2011;4024.020020;4031.179932;4011.709961;4024.439941;4024.439941;124535200
31/03/2011;4025.870117;4037.399902;3989.179932;3989.179932;3989.179932;127460400
01/04/2011;4014.580078;4055.879883;4002.229980;4054.760010;4054.760010;150410000
04/04/2011;4051.439941;4059.649902;4039.600098;4042.919922;4042.919922;100169600
05/04/2011;4039.739990;4045.000000;4013.669922;4041.739990;4041.739990;116996200
06/04/2011;4046.330078;4066.750000;4015.760010;4048.159912;4048.159912;134534400
07/04/2011;4048.699951;4070.889893;4025.020020;4028.300049;4028.300049;125786200
08/04/2011;4051.919922;4068.649902;4047.550049;4061.909912;4061.909912;99894800
11/04/2011;4056.939941;4057.530029;4026.080078;4038.699951;4038.699951;96334600
12/04/2011;4008.340088;4018.810059;3966.070068;3976.600098;3976.600098;136738400
13/04/2011;3998.290039;4029.340088;3984.010010;4006.229980;4006.229980;125471800
14/04/2011;3986.260010;3994.860107;3949.010010;3970.389893;3970.389893;141820400
15/04/2011;3970.649902;3977.659912;3950.500000;3974.479980;3974.479980;128157600
18/04/2011;3970.620117;3971.290039;3862.399902;3881.239990;3881.239990;177310600
19/04/2011;3899.679932;3929.169922;3895.379883;3908.580078;3908.580078;122201800
20/04/2011;3947.459961;4008.739990;3947.459961;4004.620117;4004.620117;145177200
21/04/2011;4021.909912;4034.500000;4011.379883;4021.879883;4021.879883;117981600
26/04/2011;4014.290039;4048.000000;4009.820068;4045.290039;4045.290039;117611000
27/04/2011;4048.139893;4084.320068;4036.280029;4067.719971;4067.719971;136070200
28/04/2011;4095.419922;4107.899902;4080.149902;4104.899902;4104.899902;132981600
29/04/2011;4093.610107;4110.410156;4084.469971;4106.919922;4106.919922;88112400
02/05/2011;4137.750000;4137.970215;4108.770020;4108.770020;4108.770020;73176600
