Date;Open;High;Low;Close;Adj Close;Volume
04/01/2010;3952.209961;4013.969971;3950.610107;4013.969971;4013.969971;113396000
05/01/2010;4012.429932;4028.340088;3993.330078;4012.909912;4012.909912;129518600
06/01/2010;4014.449951;4022.939941;3996.800049;4017.669922;4017.669922;110087000
07/01/2010;4005.959961;4032.239990;3983.899902;4024.800049;4024.800049;118430400
08/01/2010;4042.639893;4051.409912;4013.340088;4045.139893;4045.139893;131783200
11/01/2010;4071.399902;4088.179932;4039.330078;4043.090088;4043.090088;110068800
12/01/2010;4044.189941;4049.479980;3980.199951;4000.050049;4000.050049;124775800
13/01/2010;3979.939941;4007.860107;3979.149902;4000.860107;4000.860107;117700800
14/01/2010;4029.199951;4029.709961;3993.500000;4015.770020;4015.770020;108974600
15/01/2010;4030.939941;4044.080078;3949.899902;3954.379883;3954.379883;162295200
18/01/2010;3971.169922;3982.790039;3954.280029;3977.459961;3977.459961;86949800
19/01/2010;3968.729980;4019.879883;3930.909912;4009.669922;4009.669922;115690200
20/01/2010;3996.360107;4013.479980;3915.959961;3928.949951;3928.949951;143524600
21/01/2010;3955.780029;3966.199951;3862.159912;3862.159912;3862.159912;112341400
22/01/2010;3840.060059;3859.649902;3786.290039;3820.780029;3820.780029;170381000
25/01/2010;3793.629883;3833.439941;3780.500000;3781.850098;3781.850098;131374000
26/01/2010;3748.030029;3807.479980;3741.360107;3807.040039;3807.040039;141543200
27/01/2010;3769.659912;3793.629883;3737.290039;3759.800049;3759.800049;136321600
28/01/2010;3812.189941;3812.189941;3688.790039;3688.790039;3688.790039;168079800
29/01/2010;3712.020020;3768.389893;3696.000000;3739.459961;3739.459961;149875800
01/02/2010;3713.169922;3774.360107;3702.010010;3762.010010;3762.010010;119833200
02/02/2010;3766.830078;3819.070068;3737.719971;3812.129883;3812.129883;134752600
03/02/2010;3819.770020;3831.379883;3784.320068;3793.469971;3793.469971;124554600
04/02/2010;3792.419922;3806.209961;3685.570068;3689.250000;3689.250000;175687000
05/02/2010;3665.909912;3673.709961;3563.760010;3563.760010;3563.760010;263299600
08/02/2010;3595.379883;3616.669922;3545.909912;3607.270020;3607.270020;169862000
09/02/2010;3598.659912;3633.590088;3583.540039;3612.760010;3612.760010;147671300
10/02/2010;3638.389893;3673.629883;3617.719971;3635.610107;3635.610107;187758600
11/02/2010;3659.949951;3675.639893;3581.860107;3616.750000;3616.750000;261448600
12/02/2010;3647.270020;3661.040039;3579.399902;3599.070068;3599.070068;186454000
15/02/2010;3621.409912;3641.979980;3599.629883;3609.219971;3609.219971;109986800
16/02/2010;3641.419922;3669.040039;3602.310059;3669.040039;3669.040039;147701400
17/02/2010;3707.179932;3748.659912;3700.189941;3725.209961;3725.209961;149233400
18/02/2010;3719.060059;3752.050049;3711.310059;3747.830078;3747.830078;132533000
19/02/2010;3711.860107;3772.669922;3707.189941;3769.540039;3769.540039;137178400
22/02/2010;3780.679932;3781.979980;3752.879883;3756.699951;3756.699951;147653400
23/02/2010;3780.340088;3791.560059;3696.489990;3707.060059;3707.060059;149071400
24/02/2010;3713.439941;3727.810059;3683.810059;3715.679932;3715.679932;128846800
25/02/2010;3694.560059;3724.689941;3633.810059;3640.770020;3640.770020;171807600
26/02/2010;3680.610107;3710.310059;3648.340088;3708.800049;3708.800049;151634000
01/03/2010;3739.560059;3771.810059;3724.840088;3769.540039;3769.540039;145259800
02/03/2010;3770.639893;3811.919922;3763.159912;3811.919922;3811.919922;120318200
03/03/2010;3799.330078;3849.729980;3787.959961;3842.520020;3842.520020;123313800
04/03/2010;3813.399902;3850.729980;3809.719971;3828.409912;3828.409912;148795800
05/03/2010;3845.989990;3910.419922;3838.340088;3910.419922;3910.419922;153790200
08/03/2010;3924.219971;3924.219971;3901.969971;3903.540039;3903.540039;112178600
09/03/2010;3907.729980;3919.520020;3876.090088;3910.010010;3910.010010;125235600
10/03/2010;3908.389893;3950.639893;3902.110107;3943.550049;3943.550049;123160400
11/03/2010;3921.260010;3946.149902;3909.949951;3928.949951;3928.949951;112501200
12/03/2010;3933.969971;3956.419922;3919.070068;3927.399902;3927.399902;114568600
15/03/2010;3921.000000;3925.860107;3889.129883;3890.909912;3890.909912;94752800
16/03/2010;3914.389893;3951.469971;3910.810059;3938.949951;3938.949951;108838800
17/03/2010;3954.300049;3967.510010;3943.169922;3957.889893;3957.889893;124548900
18/03/2010;3936.939941;3964.780029;3923.260010;3938.179932;3938.179932;125638800
19/03/2010;3953.439941;3963.530029;3906.110107;3925.439941;3925.439941;184326800
22/03/2010;3908.550049;3928.000000;3868.020020;3928.000000;3928.000000;119579800
23/03/2010;3927.620117;3962.199951;3926.870117;3952.550049;3952.550049;111188200
24/03/2010;3960.270020;3966.959961;3907.850098;3949.810059;3949.810059;132041600
25/03/2010;3951.709961;4008.699951;3950.949951;4000.479980;4000.479980;137603800
26/03/2010;3990.989990;4002.919922;3979.870117;3988.929932;3988.929932;105178200
29/03/2010;4002.129883;4017.639893;3971.120117;4000.659912;4000.659912;99561400
30/03/2010;4018.199951;4028.639893;3978.870117;3987.409912;3987.409912;117886800
31/03/2010;3982.149902;3998.570068;3943.030029;3974.010010;3974.010010;139164200
01/04/2010;3996.530029;4041.580078;3989.830078;4034.229980;4034.229980;111669600
06/04/2010;4048.899902;4065.070068;4026.739990;4053.939941;4053.939941;113667400
07/04/2010;4049.250000;4052.030029;4020.169922;4026.969971;4026.969971;115462800
08/04/2010;4007.370117;4012.100098;3952.139893;3978.459961;3978.459961;124318400
09/04/2010;4008.429932;4050.540039;4008.199951;4050.540039;4050.540039;104637800
12/04/2010;4078.379883;4082.110107;4032.040039;4050.500000;4050.500000;106880000
13/04/2010;4038.729980;4058.100098;4020.709961;4031.989990;4031.989990;126779600
14/04/2010;4051.649902;4074.290039;4046.610107;4057.699951;4057.699951;136845000
15/04/2010;4069.300049;4084.689941;4036.899902;4065.649902;4065.649902;136845000
16/04/2010;4044.889893;4086.000000;3976.419922;3986.629883;3986.629883;191295400
19/04/2010;3964.530029;3987.050049;3949.080078;3970.469971;3970.469971;0
20/04/2010;3987.750000;4030.040039;3970.629883;4026.649902;4026.649902;119539400
21/04/2010;4037.389893;4037.389893;3976.949951;3977.669922;3977.669922;138462800
22/04/2010;3969.500000;4007.300049;3907.429932;3924.649902;3924.649902;189281900
23/04/2010;3921.870117;3968.500000;3907.189941;3951.300049;3951.300049;161657800
26/04/2010;3995.260010;4017.530029;3978.310059;3997.389893;3997.389893;129533400
27/04/2010;3988.870117;3995.959961;3844.600098;3844.600098;3844.600098;164571600
28/04/2010;3815.389893;3848.149902;3749.530029;3787.000000;3787.000000;284113000
29/04/2010;3796.439941;3857.639893;3775.340088;3840.620117;3840.620117;180090900
30/04/2010;3829.639893;3857.080078;3783.949951;3816.989990;3816.989990;179653200
03/05/2010;3796.790039;3847.209961;3771.959961;3828.459961;3828.459961;100879200
04/05/2010;3827.050049;3836.169922;3678.889893;3689.290039;3689.290039;245235200
05/05/2010;3688.149902;3705.080078;3613.570068;3636.030029;3636.030029;274467800
06/05/2010;3583.750000;3667.889893;3541.820068;3556.110107;3556.110107;331062400
07/05/2010;3454.600098;3538.860107;3349.959961;3392.590088;3392.590088;438501300
10/05/2010;3605.840088;3720.290039;3461.959961;3720.290039;3720.290039;413011200
11/05/2010;3655.239990;3700.290039;3623.219971;3693.199951;3693.199951;222168000
12/05/2010;3665.770020;3763.070068;3639.340088;3733.870117;3733.870117;207577300
13/05/2010;3774.100098;3774.100098;3702.739990;3731.540039;3731.540039;130644800
14/05/2010;3706.770020;3711.120117;3543.739990;3560.360107;3560.360107;239780000
17/05/2010;3526.870117;3594.939941;3515.399902;3543.550049;3543.550049;167306700
18/05/2010;3601.379883;3640.060059;3576.270020;3617.320068;3617.320068;158030000
19/05/2010;3557.350098;3576.139893;3485.889893;3511.669922;3511.669922;221007000
20/05/2010;3522.459961;3555.639893;3362.169922;3432.520020;3432.520020;279907600
21/05/2010;3433.189941;3458.669922;3341.760010;3430.739990;3430.739990;291508000
24/05/2010;3460.489990;3477.860107;3399.580078;3430.929932;3430.929932;134297800
25/05/2010;3326.540039;3348.639893;3287.570068;3331.290039;3331.290039;224325800
26/05/2010;3393.439941;3449.570068;3374.780029;3408.590088;3408.590088;220441200
27/05/2010;3433.270020;3527.699951;3420.780029;3525.310059;3525.310059;207762200
28/05/2010;3553.169922;3553.169922;3501.169922;3515.060059;3515.060059;153896600
31/05/2010;3506.300049;3528.780029;3498.070068;3507.560059;3507.560059;64323600
01/06/2010;3481.659912;3521.239990;3414.500000;3503.080078;3503.080078;187823600
02/06/2010;3471.830078;3505.729980;3432.199951;3501.500000;3501.500000;143898400
03/06/2010;3572.760010;3598.379883;3549.879883;3557.340088;3557.340088;163039000
04/06/2010;3567.989990;3593.000000;3443.110107;3455.610107;3455.610107;223099000
07/06/2010;3397.169922;3455.320068;3381.729980;3413.719971;3413.719971;175973200
08/06/2010;3433.860107;3433.860107;3343.590088;3380.360107;3380.360107;177003000
09/06/2010;3411.810059;3446.770020;3364.840088;3446.770020;3446.770020;167829200
10/06/2010;3416.540039;3538.610107;3405.260010;3516.639893;3516.639893;172744600
11/06/2010;3536.850098;3570.389893;3507.570068;3555.520020;3555.520020;177228600
14/06/2010;3583.469971;3630.159912;3581.969971;3626.040039;3626.040039;155673600
15/06/2010;3590.830078;3672.709961;3590.830078;3661.510010;3661.510010;152375600
16/06/2010;3689.649902;3689.649902;3639.280029;3675.929932;3675.929932;166233600
17/06/2010;3671.959961;3716.189941;3660.250000;3683.080078;3683.080078;147755800
18/06/2010;3685.350098;3704.590088;3662.580078;3687.209961;3687.209961;197360200
21/06/2010;3750.699951;3759.540039;3722.379883;3736.149902;3736.149902;131633000
22/06/2010;3703.310059;3726.040039;3671.389893;3705.320068;3705.320068;136381400
23/06/2010;3665.850098;3696.030029;3626.540039;3641.790039;3641.790039;133447000
24/06/2010;3666.419922;3667.939941;3543.469971;3555.360107;3555.360107;151023400
25/06/2010;3559.120117;3577.510010;3504.310059;3519.729980;3519.729980;144737600
28/06/2010;3537.669922;3577.590088;3506.659912;3576.449951;3576.449951;110519000
29/06/2010;3520.330078;3532.379883;3424.719971;3432.989990;3432.989990;176011800
30/06/2010;3448.000000;3470.689941;3408.550049;3442.889893;3442.889893;169320000
01/07/2010;3386.790039;3403.080078;3321.350098;3339.899902;3339.899902;188797200
02/07/2010;3371.899902;3390.780029;3337.409912;3348.370117;3348.370117;161435300
05/07/2010;3362.719971;3364.750000;3331.590088;3332.459961;3332.459961;82880200
06/07/2010;3352.389893;3456.429932;3349.679932;3423.360107;3423.360107;139601000
07/07/2010;3386.469971;3483.439941;3361.179932;3483.439941;3483.439941;161380200
08/07/2010;3516.129883;3553.610107;3504.780029;3538.250000;3538.250000;137177600
09/07/2010;3567.370117;3570.889893;3540.389893;3554.479980;3554.479980;102697000
12/07/2010;3562.699951;3593.120117;3545.570068;3567.659912;3567.659912;81693200
13/07/2010;3568.389893;3642.530029;3567.679932;3637.760010;3637.760010;120330000
14/07/2010;3652.189941;3656.760010;3596.270020;3632.979980;3632.979980;104902600
15/07/2010;3617.370117;3654.100098;3569.409912;3581.820068;3581.820068;129048000
16/07/2010;3595.020020;3614.590088;3487.209961;3500.159912;3500.159912;153679600
19/07/2010;3476.070068;3534.489990;3476.070068;3486.330078;3486.330078;98873200
20/07/2010;3512.419922;3514.389893;3419.770020;3468.020020;3468.020020;121121400
21/07/2010;3500.360107;3541.590088;3488.620117;3493.919922;3493.919922;121735000
22/07/2010;3473.479980;3604.899902;3469.469971;3600.570068;3600.570068;152198400
23/07/2010;3595.659912;3628.199951;3575.320068;3607.050049;3607.050049;144253200
26/07/2010;3634.760010;3636.179932;3589.929932;3636.179932;3636.179932;120159000
27/07/2010;3661.060059;3698.020020;3654.219971;3666.399902;3666.399902;189935300
28/07/2010;3680.600098;3700.399902;3656.189941;3670.360107;3670.360107;144008200
29/07/2010;3680.060059;3720.629883;3651.909912;3651.909912;3651.909912;163107200
30/07/2010;3647.209961;3680.070068;3600.830078;3643.139893;3643.139893;212444400
02/08/2010;3675.879883;3755.719971;3671.929932;3752.030029;3752.030029;128950400
03/08/2010;3744.520020;3751.959961;3716.040039;3747.510010;3747.510010;118021400
04/08/2010;3746.560059;3779.989990;3716.030029;3760.719971;3760.719971;122176400
05/08/2010;3763.719971;3802.939941;3758.520020;3764.189941;3764.189941;111002400
06/08/2010;3780.820068;3794.030029;3698.149902;3716.050049;3716.050049;137452400
09/08/2010;3764.250000;3781.629883;3752.989990;3777.370117;3777.370117;90481000
10/08/2010;3769.469971;3771.669922;3710.010010;3730.580078;3730.580078;104085000
11/08/2010;3705.439941;3708.620117;3625.699951;3628.290039;3628.290039;130808800
12/08/2010;3611.459961;3641.850098;3584.439941;3621.070068;3621.070068;142554800
13/08/2010;3650.459961;3652.080078;3577.540039;3610.909912;3610.909912;112094400
16/08/2010;3622.600098;3628.659912;3563.879883;3597.600098;3597.600098;81349400
17/08/2010;3615.350098;3664.620117;3610.270020;3663.129883;3663.129883;98604600
18/08/2010;3650.520020;3668.500000;3625.489990;3647.929932;3647.929932;84809600
19/08/2010;3666.939941;3680.030029;3570.350098;3572.399902;3572.399902;126822600
20/08/2010;3570.399902;3596.429932;3517.489990;3526.120117;3526.120117;122422600
23/08/2010;3536.949951;3583.449951;3524.629883;3553.229980;3553.229980;84709800
24/08/2010;3523.489990;3529.909912;3457.120117;3491.110107;3491.110107;129505800
25/08/2010;3482.530029;3500.810059;3414.840088;3450.189941;3450.189941;139057400
26/08/2010;3490.750000;3491.850098;3455.510010;3475.030029;3475.030029;117566800
27/08/2010;3460.350098;3509.580078;3435.550049;3507.439941;3507.439941;124786200
30/08/2010;3518.689941;3520.699951;3477.270020;3487.010010;3487.010010;70376000
31/08/2010;3435.050049;3490.790039;3430.909912;3490.790039;3490.790039;132464300
01/09/2010;3507.870117;3626.260010;3478.850098;3623.840088;3623.840088;168577800
02/09/2010;3610.399902;3646.290039;3598.179932;3631.429932;3631.429932;121208000
03/09/2010;3642.100098;3706.479980;3631.320068;3672.199951;3672.199951;132819000
06/09/2010;3695.469971;3695.469971;3674.760010;3684.729980;3684.729980;74534600
07/09/2010;3669.149902;3672.540039;3620.360107;3643.810059;3643.810059;108087700
08/09/2010;3632.620117;3686.909912;3613.290039;3677.209961;3677.209961;125221000
09/09/2010;3666.760010;3731.060059;3655.469971;3722.149902;3722.149902;123690800
10/09/2010;3703.020020;3731.860107;3697.179932;3725.820068;3725.820068;109389800
13/09/2010;3765.239990;3781.479980;3751.570068;3767.149902;3767.149902;131294400
14/09/2010;3767.379883;3784.129883;3746.969971;3774.399902;3774.399902;118190200
15/09/2010;3776.189941;3784.040039;3738.439941;3755.639893;3755.639893;117818000
16/09/2010;3757.909912;3766.129883;3729.669922;3736.300049;3736.300049;107104400
17/09/2010;3778.239990;3795.479980;3705.290039;3722.020020;3722.020020;278399800
20/09/2010;3738.000000;3792.379883;3737.010010;3788.010010;3788.010010;142000600
21/09/2010;3781.739990;3824.979980;3777.620117;3784.399902;3784.399902;146668200
22/09/2010;3796.750000;3796.750000;3729.820068;3735.050049;3735.050049;141261000
23/09/2010;3762.429932;3771.689941;3666.229980;3710.610107;3710.610107;133300600
24/09/2010;3687.830078;3786.350098;3686.290039;3782.479980;3782.479980;191285800
27/09/2010;3796.530029;3800.870117;3764.120117;3766.159912;3766.159912;109771000
28/09/2010;3750.530029;3780.449951;3711.149902;3762.350098;3762.350098;157413800
29/09/2010;3780.929932;3798.479980;3725.570068;3737.120117;3737.120117;143812000
30/09/2010;3711.959961;3782.669922;3693.459961;3715.179932;3715.179932;160919000
01/10/2010;3722.929932;3754.080078;3672.899902;3692.090088;3692.090088;135442000
04/10/2010;3689.179932;3691.800049;3640.479980;3649.810059;3649.810059;113094000
05/10/2010;3648.959961;3742.659912;3638.340088;3731.929932;3731.929932;124876600
06/10/2010;3750.870117;3779.709961;3746.629883;3764.909912;3764.909912;145799900
07/10/2010;3769.260010;3799.709961;3732.449951;3770.469971;3770.469971;134926800
08/10/2010;3763.350098;3774.919922;3738.560059;3763.179932;3763.179932;123024800
11/10/2010;3770.030029;3782.020020;3763.639893;3768.489990;3768.489990;99536800
12/10/2010;3738.040039;3756.250000;3700.260010;3748.860107;3748.860107;127968000
13/10/2010;3768.850098;3828.340088;3766.929932;3828.340088;3828.340088;126062800
14/10/2010;3833.419922;3845.360107;3812.409912;3819.169922;3819.169922;153148800
15/10/2010;3829.689941;3837.510010;3798.929932;3827.370117;3827.370117;145198400
18/10/2010;3803.459961;3842.389893;3798.129883;3834.500000;3834.500000;88536800
19/10/2010;3828.750000;3853.959961;3794.889893;3807.169922;3807.169922;137790400
20/10/2010;3793.389893;3832.870117;3786.360107;3828.149902;3828.149902;115420600
21/10/2010;3820.729980;3889.739990;3811.439941;3878.270020;3878.270020;135072000
22/10/2010;3859.330078;3887.820068;3855.909912;3868.540039;3868.540039;103381200
25/10/2010;3894.909912;3894.909912;3862.800049;3870.000000;3870.000000;90223000
26/10/2010;3854.580078;3866.350098;3818.949951;3852.659912;3852.659912;113039400
27/10/2010;3836.120117;3867.889893;3811.000000;3815.770020;3815.770020;125054700
28/10/2010;3838.129883;3862.969971;3821.879883;3834.840088;3834.840088;115316500
29/10/2010;3828.709961;3857.580078;3807.800049;3833.500000;3833.500000;112293600
01/11/2010;3865.040039;3873.770020;3812.370117;3841.110107;3841.110107;88108800
02/11/2010;3830.399902;3879.350098;3830.139893;3865.719971;3865.719971;96852400
03/11/2010;3880.080078;3890.899902;3834.679932;3842.939941;3842.939941;116760500
04/11/2010;3885.169922;3931.760010;3885.169922;3916.780029;3916.780029;244575600
05/11/2010;3928.010010;3937.639893;3893.929932;3916.729980;3916.729980;156369000
08/11/2010;3915.340088;3919.860107;3896.699951;3913.699951;3913.699951;116917100
09/11/2010;3903.850098;3961.699951;3902.639893;3945.709961;3945.709961;131200100
10/11/2010;3923.250000;3932.669922;3869.199951;3888.449951;3888.449951;181527000
11/11/2010;3900.830078;3903.199951;3848.100098;3867.350098;3867.350098;168785200
12/11/2010;3796.610107;3853.310059;3769.590088;3831.120117;3831.120117;171830200
15/11/2010;3810.239990;3875.629883;3797.750000;3864.239990;3864.239990;108250800
16/11/2010;3836.729980;3842.120117;3762.469971;3762.469971;3762.469971;159943600
17/11/2010;3753.760010;3798.729980;3753.060059;3792.350098;3792.350098;114469600
18/11/2010;3823.530029;3873.580078;3822.149902;3867.969971;3867.969971;149425000
19/11/2010;3871.500000;3871.500000;3827.030029;3860.159912;3860.159912;118989600
22/11/2010;3892.649902;3896.070068;3812.479980;3818.889893;3818.889893;132362800
23/11/2010;3792.139893;3803.860107;3724.419922;3724.419922;3724.419922;157190800
24/11/2010;3738.469971;3760.780029;3703.719971;3747.610107;3747.610107;159483400
25/11/2010;3752.419922;3767.689941;3730.040039;3760.419922;3760.419922;103016400
26/11/2010;3728.989990;3743.979980;3687.429932;3728.649902;3728.649902;139703200
